timestamp,transformer_id,temperature,ambient_temperature,current,voltage,humidity,load
2026-09-24 16:48:00,TXF-001,58.36566049570532,28.473883533099446,48.44615948525055,414.826877913538,56.91037391729749,46.6936471667708
2026-09-24 16:53:00,TXF-001,56.82733288004278,28.955994768703697,50.95847922241737,417.03043394322873,54.256769311240205,48.90166948496786
2026-09-24 16:58:00,TXF-001,59.05116905003051,27.97046756769648,48.36714077475646,410.89467187833054,52.237621838940655,51.28487639711742
2026-09-24 17:03:00,TXF-001,59.354619082263596,28.157429756531094,49.43770481827465,412.306050358174,53.86525209322643,50.095472668618704
2026-09-24 17:08:00,TXF-001,55.96001300374092,30.3277574722379,48.2546344480347,413.33880440458853,54.019582683226034,48.84221019584795
2026-09-24 17:13:00,TXF-001,56.81395362942212,28.290307957511732,48.119435883696696,417.6301219600966,51.648067536497436,48.900242904266136
2026-09-24 17:18:00,TXF-001,58.60529132898903,28.417242460458596,46.993336461779286,415.50865656925475,53.66502528413882,48.92208620926112
2026-09-24 17:23:00,TXF-001,58.14770554190737,30.1900142257794,49.504954182350254,416.3811710328302,52.81049774544897,48.62130961036101
2026-09-24 17:28:00,TXF-001,58.5823490712459,30.843458711586084,47.033327295268634,412.9477103455728,55.83120797967378,56.641320686914
2026-09-24 17:33:00,TXF-001,57.65417155469413,28.410030734001865,50.159622355472045,412.98483542451305,54.25058589236191,51.79817098340322
2026-09-24 17:38:00,TXF-001,59.8084156451492,28.90457363847948,51.091076100942026,415.80606469010087,53.700172672454876,53.38844575316666
2026-09-24 17:43:00,TXF-001,59.76180220535993,29.343008644371835,49.745615115729684,415.1048937956838,54.038998047891916,50.06600925857298
2026-09-24 17:48:00,TXF-001,58.983002527450026,30.187846201706115,48.53210504334887,415.9877298739554,54.6526656582357,50.94096604762065
2026-09-24 17:53:00,TXF-001,60.331768946269584,28.571065669261046,50.10458387828267,414.6621922163288,55.382232086638254,49.73912759887536
